Neighborhood,Year Built,Formatted SalePrice
Somerst,2005,"$249,000"
Somerst,2004,"$307,000"
Somerst,2006,"$250,000"
Somerst,2006,"$221,300"
Somerst,2007,"$208,900"
Somerst,2006,"$210,400"
Somerst,2007,"$255,000"
Somerst,2007,"$212,109"
Somerst,2006,"$270,000"
Somerst,2007,"$303,477"
Somerst,2007,"$310,013"
Somerst,2006,"$249,700"
Somerst,2007,"$227,875"
Somerst,2007,"$261,329"
Somerst,2006,"$253,000"
Somerst,2004,"$265,000"
Somerst,2004,"$340,000"
SawyerW,2006,"$146,000"
SawyerW,2006,"$147,000"
SawyerW,2003,"$149,000"
SawyerW,2006,"$181,000"
SawyerW,1994,"$201,000"
SawyerW,1993,"$191,750"
SawyerW,2000,"$179,000"
SawyerW,1998,"$215,000"
SawyerW,1992,"$179,200"
SawyerW,1980,"$128,000"
SawyerW,1983,"$144,000"
SawyerW,1977,"$144,000"
Sawyer,1977,"$120,750"
Sawyer,1963,"$132,500"
Sawyer,1962,"$132,000"
Sawyer,1962,"$132,500"
Sawyer,1961,"$129,000"
Sawyer,1962,"$143,900"
Sawyer,1968,"$145,000"
Sawyer,1961,"$128,500"
Sawyer,1967,"$125,500"
Veenker,1990,"$300,000"
Veenker,1974,"$294,000"
Sawyer,1974,"$129,000"
Sawyer,1975,"$171,000"
Sawyer,1973,"$147,000"
NoRidge,1990,"$302,000"
NoRidge,1992,"$285,000"
Somerst,2004,"$214,000"
Somerst,2006,"$166,000"
Somerst,2006,"$193,800"
Somerst,2006,"$208,900"
Somerst,2006,"$194,000"
Somerst,2006,"$207,500"
Somerst,2006,"$199,900"
Somerst,2006,"$164,700"
Somerst,1999,"$176,500"
Somerst,1999,"$176,000"
Somerst,2000,"$168,500"
Somerst,2000,"$177,000"
Somerst,2000,"$177,000"
Somerst,2004,"$148,800"
Somerst,1999,"$174,000"
Somerst,1997,"$239,000"
Somerst,1999,"$204,000"
Somerst,2003,"$301,000"
Somerst,1998,"$312,500"
Veenker,1994,"$279,700"
Veenker,1980,"$255,000"
Veenker,1978,"$194,000"
Veenker,1976,"$218,000"
Greens,1978,"$213,750"
Veenker,1976,"$187,000"
Veenker,1976,"$181,500"
Veenker,1981,"$373,000"
Sawyer,1977,"$190,000"
Somerst,2001,"$226,000"
NWAmes,1968,"$143,450"
NWAmes,1970,"$240,050"
NWAmes,1969,"$162,500"
NWAmes,1968,"$164,000"
NWAmes,1972,"$185,000"
NWAmes,1993,"$188,500"
NWAmes,1993,"$255,000"
NWAmes,1976,"$136,905"
NWAmes,1966,"$158,500"
NWAmes,1973,"$175,500"
NWAmes,1963,"$127,000"
NAmes,1967,"$127,000"
NAmes,1967,"$143,000"
NAmes,1965,"$156,000"
NAmes,1958,"$144,000"
NAmes,1964,"$119,000"
NAmes,1964,"$103,000"
NAmes,1960,"$139,900"
NAmes,1960,"$151,500"
NAmes,1960,"$126,500"
NAmes,1958,"$145,000"
NAmes,1958,"$120,000"
NAmes,1956,"$124,000"
NAmes,1959,"$106,500"
NAmes,1961,"$140,500"
NAmes,1961,"$137,500"
NAmes,1960,"$117,600"
NAmes,1966,"$163,500"
NAmes,1965,"$161,000"
NAmes,1964,"$158,000"
NAmes,1964,"$224,500"
NAmes,1964,"$147,000"
NAmes,1959,"$200,000"
NAmes,1960,"$181,900"
NAmes,1959,"$150,750"
NAmes,1962,"$101,800"
NAmes,1950,"$124,000"
NAmes,1940,"$138,500"
BrkSide,1946,"$39,300"
BrkSide,1946,"$64,500"
BrkSide,1945,"$64,000"
BrkSide,1958,"$112,000"
NAmes,1964,"$165,000"
NAmes,1955,"$144,000"
NAmes,1948,"$137,000"
NAmes,1941,"$105,000"
NAmes,1942,"$146,500"
NAmes,1968,"$126,000"
NAmes,1966,"$175,000"
NAmes,1961,"$158,500"
NAmes,1958,"$114,500"
NAmes,1958,"$144,000"
NAmes,1965,"$129,000"
NAmes,1957,"$141,000"
NAmes,1956,"$131,000"
NAmes,1963,"$142,100"
NAmes,1958,"$139,000"
NAmes,1958,"$157,900"
NAmes,1954,"$139,400"
NAmes,1957,"$150,000"
NAmes,1960,"$120,000"
NAmes,1957,"$174,850"
NAmes,1957,"$116,000"
NAmes,1956,"$135,000"
NAmes,1970,"$163,500"
NAmes,1955,"$130,000"
NAmes,1955,"$129,500"
NAmes,1953,"$142,000"
NAmes,1958,"$128,600"
NAmes,1952,"$125,000"
NAmes,1953,"$136,000"
NAmes,1953,"$134,500"
NAmes,1956,"$127,000"
NAmes,1955,"$130,000"
NAmes,1955,"$115,000"
NAmes,1955,"$116,900"
NAmes,1956,"$132,000"
NAmes,1953,"$153,000"
OldTown,1952,"$112,500"
OldTown,1890,"$138,000"
NAmes,1949,"$135,000"
NAmes,1953,"$156,000"
NAmes,1935,"$301,600"
OldTown,1940,"$109,000"
OldTown,1956,"$103,200"
OldTown,1925,"$128,500"
OldTown,1927,"$64,500"
OldTown,1895,"$148,000"
OldTown,1920,"$86,000"
NAmes,1963,"$172,000"
NAmes,1961,"$120,000"
NAmes,1968,"$128,500"
NAmes,1969,"$135,000"
NAmes,1949,"$122,900"
NAmes,1948,"$119,200"
NAmes,1949,"$143,000"
NAmes,1950,"$119,000"
NAmes,1950,"$102,000"
NAmes,1950,"$129,000"
NAmes,1960,"$135,000"
NAmes,1959,"$152,000"
NAmes,1958,"$140,000"
NAmes,1960,"$152,000"
NAmes,1960,"$156,500"
NAmes,1961,"$141,000"
NAmes,1961,"$99,000"
NAmes,1964,"$187,000"
NAmes,1962,"$169,500"
NAmes,1962,"$125,500"
NAmes,1962,"$130,000"
OldTown,1926,"$103,000"
OldTown,1910,"$132,000"
OldTown,1927,"$127,500"
OldTown,1922,"$89,500"
OldTown,1980,"$140,000"
OldTown,1920,"$99,900"
OldTown,1885,"$100,000"
OldTown,1940,"$130,000"
OldTown,1900,"$135,000"
OldTown,1948,"$120,000"
OldTown,1937,"$89,471"
OldTown,1900,"$85,000"
OldTown,1920,"$108,500"
OldTown,1900,"$137,000"
OldTown,1945,"$110,500"
OldTown,1923,"$100,000"
OldTown,1910,"$184,900"
OldTown,1927,"$145,000"
OldTown,1925,"$125,000"
OldTown,1910,"$114,000"
OldTown,1900,"$90,000"
OldTown,1910,"$144,100"
OldTown,1880,"$117,500"
OldTown,1930,"$124,500"
OldTown,1879,"$185,000"
OldTown,1910,"$133,900"
OldTown,1926,"$152,000"
OldTown,1948,"$153,500"
OldTown,1890,"$159,500"
OldTown,1930,"$87,000"
OldTown,1956,"$104,500"
OldTown,1949,"$110,000"
BrkSide,1925,"$136,500"
BrkSide,1950,"$128,250"
BrkSide,1920,"$144,000"
BrkSide,1923,"$210,000"
BrkSide,1939,"$135,000"
BrkSide,1939,"$128,000"
BrkSide,1941,"$131,000"
BrkSide,1939,"$113,000"
BrkSide,1938,"$126,000"
BrkSide,1939,"$132,000"
BrkSide,1930,"$131,750"
BrkSide,1926,"$132,500"
BrkSide,1920,"$137,500"
BrkSide,1929,"$132,000"
BrkSide,1931,"$127,500"
BrkSide,1926,"$102,000"
OldTown,1918,"$200,000"
BrkSide,1919,"$180,500"
BrkSide,1920,"$165,000"
BrkSide,1926,"$90,000"
BrkSide,1915,"$153,575"
OldTown,1929,"$140,000"
OldTown,1916,"$136,000"
OldTown,1901,"$113,000"
OldTown,1901,"$117,000"
IDOTRR,1931,"$169,500"
IDOTRR,1930,"$139,400"
IDOTRR,1963,"$202,500"
IDOTRR,1914,"$127,000"
IDOTRR,1937,"$141,000"
IDOTRR,1950,"$212,300"
IDOTRR,1915,"$161,000"
IDOTRR,1958,"$99,500"
IDOTRR,1920,"$101,000"
IDOTRR,1916,"$109,900"
OldTown,1941,"$128,500"
OldTown,1910,"$122,000"
OldTown,1930,"$87,000"
IDOTRR,1910,"$50,000"
Sawyer,1937,"$219,000"
ClearCr,1946,"$200,500"
Edwards,1940,"$126,000"
SWISU,1942,"$108,500"
Sawyer,1963,"$130,000"
Sawyer,1964,"$158,450"
Sawyer,1964,"$115,400"
Sawyer,1961,"$118,500"
Sawyer,1964,"$165,000"
Sawyer,1966,"$123,000"
Sawyer,1966,"$129,000"
Sawyer,1966,"$125,000"
Sawyer,1968,"$108,000"
Sawyer,1971,"$119,900"
Sawyer,1968,"$115,000"
Sawyer,1967,"$134,500"
Sawyer,1966,"$127,000"
Sawyer,1968,"$129,000"
Sawyer,1977,"$143,500"
Sawyer,1966,"$129,000"
Sawyer,1956,"$187,000"
Sawyer,1920,"$158,000"
Sawyer,1918,"$112,000"
Sawyer,1940,"$165,250"
Sawyer,1954,"$150,000"
Sawyer,1958,"$137,000"
Sawyer,1945,"$89,500"
ClearCr,1971,"$302,000"
ClearCr,1984,"$182,000"
ClearCr,1988,"$211,000"
Edwards,1948,"$216,000"
Edwards,1953,"$130,000"
Edwards,1946,"$109,900"
ClearCr,1954,"$255,000"
Edwards,1950,"$243,000"
Edwards,1954,"$154,000"
SWISU,1958,"$118,000"
Edwards,1958,"$80,000"
Edwards,1977,"$150,000"
Edwards,1920,"$86,000"
Edwards,1984,"$130,000"
Edwards,1951,"$125,000"
Edwards,1951,"$136,500"
Edwards,1920,"$96,000"
Edwards,1957,"$120,000"
SawyerW,1984,"$228,500"
SawyerW,1990,"$179,900"
SawyerW,1990,"$225,000"
SawyerW,1986,"$301,000"
SawyerW,1991,"$238,000"
SawyerW,1989,"$228,500"
SawyerW,1994,"$220,000"
CollgCr,2007,"$383,970"
CollgCr,2006,"$424,870"
CollgCr,2007,"$250,000"
CollgCr,2006,"$360,000"
CollgCr,2006,"$279,500"
CollgCr,2007,"$200,141"
CollgCr,2007,"$246,500"
CollgCr,2007,"$276,000"
CollgCr,2005,"$203,000"
CollgCr,2006,"$155,835"
CollgCr,2006,"$194,000"
CollgCr,2007,"$195,400"
CollgCr,2005,"$217,000"
CollgCr,2006,"$212,999"
CollgCr,2005,"$175,900"
CollgCr,2005,"$191,000"
CollgCr,2006,"$176,432"
SawyerW,1988,"$277,000"
SawyerW,1988,"$207,000"
ClearCr,1958,"$277,000"
ClearCr,1992,"$240,000"
ClearCr,1966,"$187,500"
ClearCr,1976,"$279,000"
CollgCr,1994,"$139,500"
CollgCr,1994,"$126,000"
CollgCr,1995,"$177,500"
CollgCr,1997,"$175,000"
CollgCr,1998,"$211,000"
CollgCr,1994,"$146,000"
CollgCr,1996,"$147,900"
CollgCr,1994,"$123,600"
CollgCr,1997,"$204,750"
CollgCr,1999,"$235,500"
CollgCr,1998,"$217,000"
CollgCr,2001,"$190,550"
CollgCr,2000,"$217,500"
CollgCr,2003,"$226,000"
CollgCr,2003,"$180,000"
CollgCr,1974,"$131,000"
CollgCr,1976,"$153,500"
CollgCr,1977,"$160,000"
CollgCr,1977,"$134,900"
CollgCr,1977,"$130,000"
CollgCr,1975,"$120,000"
CollgCr,1972,"$112,500"
CollgCr,1975,"$122,000"
CollgCr,1972,"$127,000"
CollgCr,1972,"$117,000"
CollgCr,2004,"$305,900"
CollgCr,2002,"$228,500"
CollgCr,2000,"$270,000"
CollgCr,2002,"$192,000"
CollgCr,2003,"$213,000"
CollgCr,2002,"$200,000"
CollgCr,1998,"$267,000"
CollgCr,1994,"$228,000"
CollgCr,2001,"$275,000"
CollgCr,1996,"$211,000"
CollgCr,2002,"$285,000"
CollgCr,1995,"$240,000"
CollgCr,2003,"$131,500"
CollgCr,1999,"$246,900"
CollgCr,2003,"$219,500"
CollgCr,2003,"$185,000"
CollgCr,2007,"$179,400"
CollgCr,2006,"$213,500"
CollgCr,2004,"$179,600"
CollgCr,2005,"$173,500"
CollgCr,2006,"$167,840"
CollgCr,2006,"$168,675"
CollgCr,2005,"$167,000"
Edwards,1965,"$140,000"
Edwards,1967,"$118,500"
Edwards,1963,"$110,000"
Edwards,1965,"$94,750"
Edwards,1925,"$122,000"
Edwards,1960,"$110,000"
Edwards,1990,"$118,500"
Edwards,1976,"$133,500"
Edwards,1976,"$148,000"
Edwards,1979,"$141,000"
Edwards,2006,"$155,000"
Edwards,2005,"$157,000"
Edwards,2005,"$171,500"
Edwards,2008,"$183,850"
Edwards,2007,"$184,750"
Edwards,2005,"$140,000"
Edwards,1959,"$131,750"
Edwards,1955,"$61,500"
Edwards,1954,"$111,000"
Edwards,1946,"$98,500"
Edwards,1931,"$79,000"
Edwards,1920,"$108,500"
Edwards,1954,"$110,000"
Edwards,1910,"$112,000"
Edwards,1955,"$125,000"
Edwards,1955,"$79,275"
Edwards,1954,"$119,000"
SWISU,1914,"$200,000"
SWISU,1923,"$150,000"
Crawfor,1923,"$165,000"
Crawfor,1926,"$96,500"
Crawfor,1926,"$136,500"
Crawfor,1921,"$146,500"
SWISU,1937,"$175,000"
Crawfor,1930,"$148,500"
Crawfor,1921,"$141,500"
Crawfor,1918,"$189,950"
Crawfor,1926,"$135,000"
Crawfor,1941,"$164,000"
Crawfor,1913,"$90,350"
Crawfor,1910,"$139,000"
Crawfor,1938,"$119,750"
Crawfor,1946,"$145,000"
Crawfor,1949,"$145,000"
Crawfor,1927,"$238,000"
Crawfor,1951,"$153,500"
Crawfor,1918,"$239,000"
Crawfor,1934,"$359,100"
Crawfor,1930,"$188,000"
Crawfor,1932,"$220,000"
Crawfor,1941,"$140,000"
Crawfor,1932,"$315,000"
Crawfor,1945,"$259,500"
Crawfor,1957,"$257,500"
Crawfor,1940,"$219,500"
Crawfor,1953,"$217,000"
Crawfor,1960,"$201,000"
Crawfor,1968,"$215,000"
Blueste,1980,"$123,900"
Crawfor,1995,"$170,000"
Blueste,1988,"$200,000"
Crawfor,1971,"$198,000"
Crawfor,1957,"$200,624"
Crawfor,1986,"$315,000"
IDOTRR,1919,"$115,000"
IDOTRR,1940,"$141,000"
IDOTRR,1941,"$87,000"
IDOTRR,1925,"$129,850"
IDOTRR,1939,"$100,000"
IDOTRR,1923,"$150,909"
IDOTRR,1922,"$75,200"
IDOTRR,1920,"$118,400"
IDOTRR,1920,"$67,000"
IDOTRR,1950,"$152,000"
IDOTRR,1939,"$68,104"
IDOTRR,1895,"$119,600"
IDOTRR,1957,"$140,000"
IDOTRR,1930,"$124,900"
Crawfor,2006,"$375,000"
Crawfor,2006,"$235,000"
Mitchel,1979,"$183,500"
Mitchel,1978,"$156,000"
Mitchel,1983,"$134,000"
Mitchel,2002,"$215,000"
Mitchel,2002,"$245,000"
Mitchel,1991,"$210,000"
Mitchel,1975,"$148,000"
Mitchel,1974,"$143,000"
Timber,1987,"$244,000"
GrnHill,1998,"$330,000"
Timber,1959,"$170,000"
Timber,1958,"$257,000"
Timber,2006,"$231,713"
Timber,2006,"$267,300"
Timber,2006,"$265,900"
Timber,2007,"$239,000"
Timber,2006,"$248,900"
Timber,1985,"$174,000"
Timber,1990,"$187,500"
Timber,1996,"$204,000"
Timber,2001,"$180,500"
Timber,2003,"$187,500"
Timber,2002,"$282,000"
Timber,1996,"$178,000"
Timber,2002,"$270,000"
Timber,2003,"$279,900"
Timber,1963,"$186,700"
Timber,2006,"$283,463"
Timber,2006,"$392,000"
Timber,2005,"$281,213"
Mitchel,2007,"$147,000"
Mitchel,1953,"$130,000"
Mitchel,1996,"$140,000"
Mitchel,1963,"$132,250"
Mitchel,1967,"$143,000"
Mitchel,1961,"$168,000"
MeadowV,1976,"$129,900"
MeadowV,1976,"$134,000"
MeadowV,1972,"$85,500"
MeadowV,1970,"$106,500"
MeadowV,1970,"$93,900"
MeadowV,1970,"$75,000"
MeadowV,1970,"$84,500"
MeadowV,1976,"$75,190"
Mitchel,1976,"$146,800"
Mitchel,1977,"$153,500"
Mitchel,1977,"$188,000"
Mitchel,1977,"$196,000"
Mitchel,1977,"$157,000"
Mitchel,1971,"$138,000"
Mitchel,1970,"$129,500"
Mitchel,1961,"$80,000"
Mitchel,1982,"$129,500"
Mitchel,1976,"$135,000"
Mitchel,1982,"$124,500"
Mitchel,1983,"$139,000"
Mitchel,1991,"$93,500"
Mitchel,1984,"$124,500"
NAmes,1954,"$149,900"
NAmes,1956,"$157,500"
NAmes,1957,"$169,000"
NAmes,1957,"$252,000"
NAmes,1969,"$192,100"
Gilbert,1997,"$183,500"
Gilbert,1997,"$222,000"
Gilbert,1995,"$170,000"
Gilbert,1995,"$187,500"
Gilbert,1996,"$202,000"
Gilbert,1997,"$185,000"
Gilbert,2005,"$320,000"
Gilbert,2006,"$240,000"
Gilbert,2005,"$250,000"
Gilbert,2005,"$239,900"
Gilbert,2005,"$309,000"
Gilbert,2006,"$274,725"
StoneBr,1994,"$270,000"
Gilbert,1993,"$183,500"
Gilbert,1993,"$165,600"
Gilbert,1998,"$176,500"
StoneBr,1987,"$130,000"
StoneBr,1987,"$239,000"
StoneBr,1985,"$275,000"
StoneBr,2005,"$457,347"
StoneBr,2006,"$545,224"
StoneBr,2006,"$356,383"
StoneBr,2005,"$556,581"
StoneBr,2006,"$361,919"
StoneBr,2006,"$535,000"
StoneBr,2005,"$401,179"
StoneBr,2006,"$438,780"
Gilbert,1948,"$169,000"
Gilbert,1955,"$145,000"
StoneBr,2005,"$318,000"
StoneBr,2005,"$319,000"
StoneBr,2005,"$470,000"
NWAmes,1984,"$202,500"
NWAmes,1988,"$229,000"
NWAmes,1977,"$235,000"
NWAmes,1976,"$190,000"
NWAmes,1980,"$169,000"
NWAmes,1988,"$241,500"
NWAmes,1978,"$188,900"
NWAmes,1980,"$207,500"
NWAmes,1978,"$250,000"
NWAmes,1975,"$179,900"
NWAmes,1976,"$172,000"
Somerst,2005,"$294,323"
NWAmes,1975,"$184,500"
NWAmes,1975,"$153,500"
NWAmes,1976,"$162,900"
NWAmes,1974,"$181,000"
NWAmes,1974,"$155,000"
NAmes,1969,"$138,800"
NAmes,1970,"$116,050"
NAmes,1971,"$88,000"
NAmes,1971,"$97,500"
NAmes,2002,"$190,000"
BrDale,1973,"$105,500"
BrDale,1973,"$125,500"
BrDale,1973,"$83,000"
BrDale,1972,"$116,000"
BrDale,1971,"$91,500"
BrDale,1972,"$118,000"
BrDale,1972,"$89,000"
BrDale,1972,"$108,000"
BrDale,1972,"$94,500"
NPkVill,1975,"$146,300"
NAmes,1967,"$145,000"
NAmes,1967,"$123,000"
NPkVill,1976,"$137,500"
NPkVill,1976,"$144,000"
NridgHt,2004,"$315,000"
NridgHt,2006,"$412,083"
NridgHt,2006,"$342,643"
NridgHt,2004,"$252,000"
NridgHt,2006,"$465,000"
NridgHt,2006,"$293,000"
NridgHt,2005,"$415,000"
NridgHt,2004,"$326,000"
NridgHt,2005,"$325,300"
NridgHt,2004,"$309,000"
NridgHt,2005,"$300,000"
NridgHt,2005,"$275,500"
NridgHt,2005,"$338,500"
NridgHt,2005,"$345,000"
NridgHt,2005,"$344,133"
NridgHt,2006,"$298,236"
NridgHt,2005,"$329,900"
NridgHt,2003,"$360,000"
NridgHt,2006,"$281,000"
NridgHt,2005,"$372,397"
NridgHt,2004,"$378,000"
NridgHt,2003,"$374,000"
NridgHt,2005,"$437,154"
NridgHt,2005,"$275,000"
NridgHt,2004,"$279,000"
NridgHt,2005,"$185,850"
NridgHt,2005,"$282,500"
NridgHt,2005,"$202,500"
NridgHt,2005,"$202,665"
NridgHt,2006,"$332,200"
NridgHt,2006,"$310,090"
NridgHt,2003,"$171,750"
Gilbert,2005,"$169,990"
Gilbert,2005,"$170,440"
Gilbert,2006,"$169,985"
Gilbert,2006,"$179,665"
Gilbert,2006,"$219,210"
Gilbert,2006,"$174,190"
Gilbert,2006,"$172,785"
Gilbert,2004,"$258,000"
Gilbert,2006,"$185,101"
Blmngtn,2006,"$210,250"
Blmngtn,2003,"$234,000"
Blmngtn,2003,"$215,000"
Blmngtn,2002,"$246,990"
Blmngtn,2004,"$178,740"
Blmngtn,2004,"$225,000"
Blmngtn,2005,"$167,240"
Blmngtn,2005,"$156,820"
Blmngtn,2005,"$213,490"
Blmngtn,2006,"$264,561"
Blmngtn,2006,"$246,578"
Gilbert,2005,"$192,140"
Gilbert,2002,"$183,200"
Gilbert,2004,"$178,000"
Gilbert,2004,"$201,490"
Gilbert,2000,"$230,500"
Gilbert,2003,"$180,000"
Gilbert,2000,"$172,400"
Gilbert,2000,"$215,000"
Gilbert,1998,"$199,900"
Gilbert,2000,"$173,000"
Gilbert,2006,"$287,602"
Gilbert,1999,"$230,000"
NoRidge,1997,"$348,000"
NoRidge,1998,"$286,000"
NoRidge,2000,"$300,000"
NoRidge,1995,"$625,000"
NoRidge,2000,"$405,000"
NoRidge,1998,"$280,000"
NoRidge,1998,"$258,000"
NoRidge,1995,"$350,000"
NoRidge,1993,"$584,500"
NoRidge,1994,"$321,000"
NoRidge,1994,"$290,000"
NoRidge,1993,"$315,000"
Somerst,2005,"$252,000"
Somerst,2006,"$336,820"
Somerst,2005,"$423,000"
Somerst,2006,"$290,000"
Somerst,2005,"$232,000"
Somerst,2006,"$199,000"
Somerst,2006,"$198,600"
Somerst,2006,"$405,749"
Somerst,2006,"$232,600"
Somerst,2006,"$266,000"
Somerst,2005,"$186,500"
Somerst,2005,"$200,825"
Somerst,2006,"$197,000"
Somerst,2006,"$185,000"
Somerst,2005,"$176,000"
Somerst,2006,"$187,750"
SawyerW,2005,"$139,500"
SawyerW,2005,"$186,800"
SawyerW,2005,"$132,000"
SawyerW,2005,"$142,500"
SawyerW,2004,"$158,000"
SawyerW,2005,"$184,000"
SawyerW,2005,"$184,900"
SawyerW,1997,"$187,000"
SawyerW,1992,"$175,900"
SawyerW,1992,"$248,500"
SawyerW,1990,"$172,000"
SawyerW,1991,"$151,000"
SawyerW,1994,"$150,000"
SawyerW,1966,"$107,000"
SawyerW,1965,"$119,900"
Sawyer,1962,"$129,500"
Sawyer,1963,"$125,000"
Sawyer,1977,"$119,500"
Sawyer,1962,"$144,000"
Sawyer,1977,"$151,000"
Sawyer,1965,"$126,000"
Sawyer,1968,"$116,000"
Sawyer,1963,"$133,500"
Sawyer,1965,"$120,875"
Sawyer,1965,"$137,000"
Sawyer,1964,"$124,000"
Sawyer,1961,"$135,000"
Sawyer,1967,"$129,200"
Veenker,1974,"$260,000"
NoRidge,1991,"$260,000"
NoRidge,1992,"$334,000"
NoRidge,1993,"$310,000"
NoRidge,1992,"$268,000"
NoRidge,1994,"$262,000"
Somerst,2004,"$176,400"
Somerst,2005,"$197,000"
Somerst,2005,"$151,000"
Somerst,2005,"$147,400"
Somerst,2005,"$149,900"
Somerst,2005,"$144,152"
Somerst,2000,"$166,000"
Somerst,1999,"$183,900"
Somerst,2000,"$165,000"
Somerst,2003,"$139,000"
Somerst,1997,"$200,000"
Somerst,2001,"$221,000"
Veenker,1995,"$270,000"
Veenker,1977,"$165,000"
Greens,1980,"$214,000"
Greens,1980,"$188,000"
Greens,1980,"$190,000"
Greens,1978,"$170,000"
Veenker,1981,"$385,000"
NWAmes,1972,"$146,500"
NWAmes,1968,"$170,000"
NWAmes,1968,"$262,500"
NWAmes,1968,"$179,900"
NWAmes,1968,"$250,000"
NWAmes,1972,"$165,150"
NWAmes,1967,"$164,500"
NWAmes,1969,"$140,000"
NAmes,1967,"$135,500"
NAmes,1968,"$142,000"
NAmes,1968,"$155,000"
NAmes,1968,"$157,500"
NAmes,1968,"$138,500"
NAmes,1968,"$140,000"
NAmes,1966,"$124,400"
NAmes,1967,"$158,000"
NAmes,1965,"$146,000"
NWAmes,1971,"$190,000"
NAmes,1961,"$136,500"
NAmes,1958,"$129,900"
NAmes,1959,"$145,000"
NAmes,1965,"$185,900"
NAmes,1964,"$160,000"
NAmes,1964,"$167,000"
NAmes,1964,"$157,500"
NAmes,1958,"$140,000"
NAmes,1958,"$150,000"
NAmes,1960,"$151,500"
NAmes,1934,"$129,800"
NAmes,1954,"$137,000"
NAmes,1947,"$137,000"
BrkSide,1946,"$121,600"
BrkSide,1923,"$85,500"
BrkSide,1926,"$79,900"
BrkSide,1908,"$127,000"
NAmes,1961,"$161,000"
NAmes,1952,"$146,500"
NAmes,1951,"$135,000"
NAmes,1951,"$137,900"
NAmes,1941,"$133,000"
NAmes,1949,"$137,000"
NAmes,1954,"$121,000"
NAmes,1967,"$119,000"
NAmes,1964,"$172,000"
NAmes,1961,"$98,600"
NAmes,1966,"$226,000"
NAmes,1954,"$118,000"
NAmes,1918,"$235,000"
NAmes,1963,"$135,000"
NAmes,1962,"$132,500"
NAmes,1959,"$143,000"
NAmes,1957,"$132,000"
NAmes,1960,"$145,250"
NAmes,1958,"$162,000"
NAmes,1956,"$148,000"
NAmes,1957,"$141,000"
NAmes,1956,"$153,000"
NAmes,1957,"$134,450"
NAmes,1979,"$135,960"
NAmes,1954,"$156,000"
NAmes,1954,"$140,000"
NAmes,1952,"$139,500"
NAmes,1951,"$155,000"
NAmes,1956,"$127,000"
NAmes,1956,"$133,500"
NAmes,1955,"$125,000"
NAmes,1951,"$142,000"
NAmes,1941,"$167,000"
NAmes,1956,"$159,000"
OldTown,1925,"$180,000"
NAmes,1947,"$127,000"
OldTown,1924,"$112,000"
OldTown,1930,"$99,800"
OldTown,1954,"$117,000"
OldTown,1921,"$108,480"
NAmes,1929,"$68,000"
OldTown,1900,"$86,900"
OldTown,1920,"$120,000"
OldTown,1915,"$155,500"
OldTown,1910,"$80,000"
OldTown,1915,"$105,000"
OldTown,1900,"$160,000"
OldTown,1936,"$170,000"
NAmes,1965,"$160,000"
NAmes,1966,"$159,950"
NAmes,1963,"$165,000"
NAmes,1962,"$159,000"
NAmes,1962,"$147,000"
NAmes,1964,"$115,000"
NAmes,1959,"$159,500"
NAmes,1959,"$120,000"
NAmes,1957,"$129,900"
NAmes,1961,"$183,000"
NAmes,1959,"$157,500"
NAmes,1962,"$277,500"
NAmes,1957,"$207,500"
NAmes,1950,"$147,500"
NAmes,1949,"$135,000"
NAmes,1950,"$109,500"
NAmes,1950,"$109,900"
NAmes,1959,"$133,700"
NAmes,1950,"$81,400"
NAmes,1949,"$87,500"
NAmes,1950,"$93,500"
NAmes,1960,"$119,000"
NAmes,1959,"$141,000"
NAmes,1961,"$146,000"
NAmes,1966,"$155,000"
NAmes,1962,"$134,500"
NAmes,1962,"$120,000"
NAmes,1962,"$105,000"
NAmes,1962,"$124,000"
OldTown,1900,"$169,000"
OldTown,1925,"$107,000"
OldTown,1948,"$135,000"
OldTown,1920,"$111,500"
OldTown,1900,"$156,500"
OldTown,1925,"$178,000"
OldTown,1900,"$139,900"
OldTown,1930,"$105,000"
OldTown,1930,"$110,000"
OldTown,1900,"$111,500"
OldTown,1924,"$108,000"
OldTown,1925,"$111,500"
OldTown,1880,"$124,000"
OldTown,1950,"$105,000"
OldTown,1920,"$116,000"
OldTown,1905,"$96,900"
OldTown,1955,"$135,500"
OldTown,1924,"$139,000"
OldTown,1921,"$61,500"
OldTown,1945,"$120,000"
OldTown,1955,"$126,175"
OldTown,1920,"$64,000"
OldTown,1910,"$137,000"
OldTown,1900,"$87,000"
OldTown,1914,"$163,000"
OldTown,1910,"$155,000"
OldTown,1900,"$79,000"
OldTown,1916,"$144,000"
OldTown,1910,"$114,504"
OldTown,1920,"$157,000"
OldTown,1923,"$125,000"
OldTown,1892,"$475,000"
OldTown,1920,"$93,500"
OldTown,1958,"$125,000"
IDOTRR,1918,"$64,500"
BrkSide,1941,"$100,000"
BrkSide,1939,"$140,200"
BrkSide,1924,"$202,500"
BrkSide,1947,"$159,000"
OldTown,1939,"$119,900"
BrkSide,1934,"$114,500"
BrkSide,1936,"$115,000"
BrkSide,1930,"$75,000"
BrkSide,1925,"$88,000"
BrkSide,1947,"$80,500"
BrkSide,1928,"$149,000"
BrkSide,1930,"$110,000"
OldTown,1925,"$110,500"
BrkSide,1921,"$89,000"
BrkSide,1922,"$113,000"
BrkSide,1925,"$109,000"
OldTown,1962,"$220,000"
BrkSide,1970,"$129,000"
OldTown,1910,"$117,000"
